Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_009059_20210401_20210409_02_T1,LC08_L1TP_009059_20210401_20210409_02_T1,LC80090592021091LGN00,2021/04/01,T1,2, 009, 059, 009, 059,NADIR,   0.000,2021/04/09,2021/04/09,2021-04-01 15:19:13.996127,2021-04-01 15:19:45.766126,LGN,DAY,  82.50,  82.50,192,5,    6.799,    4.633,    4.976,LPGS_15.4.0,62.15450136,82.47540760,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.47"N,76°37'29.24"W,2°29'29.90"N,77°39'02.99"W,2°29'39.08"N,75°36'12.85"W,0°23'35.27"N,77°38'54.28"W,0°23'36.74"N,75°36'10.84"W,  1.44652, -76.62479,  2.49164, -77.65083,  2.49419, -75.60357,  0.39313, -77.64841,  0.39354, -75.60301,LC08_L2SP_009059_20210401_20210409_02_T1,LC80090592021091LGN00
LC08_L2SP_009060_20210401_20210409_02_T2,LC08_L1GT_009060_20210401_20210409_02_T2,LC80090602021091LGN00,2021/04/01,T2,2, 009, 060, 009, 060,NADIR,   0.000,2021/04/09,2021/04/09,2021-04-01 15:19:37.912583,2021-04-01 15:20:09.682582,LGN,DAY,  94.27,  94.27,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,61.72774062,79.85030839,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.36"N,76°55'52.75"W,1°02'46.61"N,77°57'11.23"W,1°02'51.14"N,75°54'37.69"W,1°03'06.12"S,77°57'11.23"W,1°03'10.69"S,75°54'37.69"W,  0.00010, -76.93132,  1.04628, -77.95312,  1.04754, -75.91047, -1.05170, -77.95312, -1.05297, -75.91047,LC08_L2SP_009060_20210401_20210409_02_T2,LC80090602021091LGN00
LC08_L2SP_009061_20210401_20210409_02_T1,LC08_L1TP_009061_20210401_20210409_02_T1,LC80090612021091LGN00,2021/04/01,T1,2, 009, 061, 009, 061,NADIR,   0.000,2021/04/09,2021/04/09,2021-04-01 15:20:01.829038,2021-04-01 15:20:33.599037,LGN,DAY,  86.13,  86.13,20,5,    8.725,    6.106,    6.233,LPGS_15.4.0,61.23853133,77.31829385,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.46"S,77°14'16.30"W,0°23'54.02"S,78°15'34.56"W,0°23'56.04"S,76°12'53.82"W,2°29'44.45"S,78°15'45.36"W,2°29'57.08"S,76°12'57.85"W, -1.44624, -77.23786, -0.39834, -78.25960, -0.39890, -76.21495, -2.49568, -78.26260, -2.49919, -76.21607,LC08_L2SP_009061_20210401_20210409_02_T1,LC80090612021091LGN00
LC08_L2SP_009062_20210401_20210409_02_T1,LC08_L1TP_009062_20210401_20210409_02_T1,LC80090622021091LGN00,2021/04/01,T1,2, 009, 062, 009, 062,NADIR,   0.000,2021/04/09,2021/04/09,2021-04-01 15:20:25.749729,2021-04-01 15:20:57.519729,LGN,DAY,  84.00,  84.00,35,5,   10.233,    6.518,    7.889,LPGS_15.4.0,60.68999346,74.88571855,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.61"S,77°32'40.81"W,1°50'41.14"S,78°33'55.66"W,1°50'51.76"S,76°31'12.97"W,3°56'19.25"S,78°34'19.27"W,3°56'41.93"S,76°31'23.05"W, -2.89267, -77.54467, -1.84476, -78.56546, -1.84771, -76.52027, -3.93868, -78.57202, -3.94498, -76.52307,LC08_L2SP_009062_20210401_20210409_02_T1,LC80090622021091LGN00
LC08_L2SP_009063_20210401_20210409_02_T1,LC08_L1TP_009063_20210401_20210409_02_T1,LC80090632021091LGN00,2021/04/01,T1,2, 009, 063, 009, 063,NADIR,   0.000,2021/04/09,2021/04/09,2021-04-01 15:20:49.670421,2021-04-01 15:21:21.44042,LGN,DAY,  68.42,  68.42,91,5,    7.023,    4.573,    5.330,LPGS_15.4.0,60.08548712,72.55775143,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'20.26"S,77°51'07.13"W,3°17'24.54"S,78°52'16.64"W,3°17'45.71"S,76°49'37.20"W,5°22'59.77"S,78°52'55.13"W,5°23'34.44"S,76°49'55.42"W, -4.33896, -77.85198, -3.29015, -78.87129, -3.29603, -76.82700, -5.38327, -78.88198, -5.39290, -76.83206,LC08_L2SP_009063_20210401_20210409_02_T1,LC80090632021091LGN00
LC08_L2SP_010059_20210408_20210416_02_T1,LC08_L1TP_010059_20210408_20210416_02_T1,LC80100592021098LGN00,2021/04/08,T1,2, 010, 059, 010, 059,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:25:22.522991,2021-04-08 15:25:54.29299,LGN,DAY,  42.31,  42.86,294,5,    7.282,    4.872,    5.412,LPGS_15.4.0,62.23534044,76.68715519,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.25"N,78°10'35.54"W,2°29'35.12"N,79°11'48.34"W,2°29'19.25"N,77°09'13.90"W,0°23'36.10"N,79°11'54.28"W,0°23'33.61"N,77°09'26.57"W,  1.44618, -78.17654,  2.49309, -79.19676,  2.48868, -77.15386,  0.39336, -79.19841,  0.39267, -77.15738,LC08_L2SP_010059_20210408_20210416_02_T1,LC80100592021098LGN00
LC08_L2SP_010060_20210408_20210416_02_T1,LC08_L1TP_010060_20210408_20210416_02_T1,LC80100602021098LGN00,2021/04/08,T1,2, 010, 060, 010, 060,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:25:46.43521,2021-04-08 15:26:18.20521,LGN,DAY,  59.07,  59.07,100,5,    8.644,    5.983,    6.239,LPGS_15.4.0,61.67098483,74.15446478,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00"N,78°28'58.73"W,1°02'50.35"N,79°30'19.55"W,1°02'44.41"N,77°27'39.24"W,1°03'19.66"S,79°30'19.51"W,1°03'13.64"S,77°27'39.20"W,  0.00000, -78.48298,  1.04732, -79.50543,  1.04567, -77.46090, -1.05546, -79.50542, -1.05379, -77.46089,LC08_L2SP_010060_20210408_20210416_02_T1,LC80100602021098LGN00
LC08_L2SP_010061_20210408_20210416_02_T1,LC08_L1TP_010061_20210408_20210416_02_T1,LC80100612021098LGN00,2021/04/08,T1,2, 010, 061, 010, 061,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:26:10.351666,2021-04-08 15:26:42.121665,LGN,DAY,  67.33,  67.33,30,5,    7.605,    5.206,    5.544,LPGS_15.4.0,61.04878866,71.73568303,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.75"S,78°47'22.38"W,0°23'56.04"S,79°48'46.48"W,0°23'54.06"S,77°46'05.59"W,2°30'06.95"S,79°48'42.52"W,2°29'54.46"S,77°45'54.86"W, -1.44632, -78.78955, -0.39890, -79.81291, -0.39835, -77.76822, -2.50193, -79.81181, -2.49846, -77.76524,LC08_L2SP_010061_20210408_20210416_02_T1,LC80100612021098LGN00
LC08_L2SP_010062_20210408_20210416_02_T1,LC08_L1TP_010062_20210408_20210416_02_T1,LC80100622021098LGN00,2021/04/08,T1,2, 010, 062, 010, 062,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:26:34.272357,2021-04-08 15:27:06.042357,LGN,DAY,  59.02,  57.43,98,5,    8.307,    5.001,    6.633,LPGS_15.4.0,60.37255799,69.43357774,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.90"S,79°05'46.86"W,1°50'43.55"S,80°07'20.93"W,1°50'35.59"S,78°04'25.28"W,3°56'55.03"S,80°07'15.06"W,3°56'38.04"S,78°04'05.84"W, -2.89275, -79.09635, -1.84543, -80.12248, -1.84322, -78.07369, -3.94862, -80.12085, -3.94390, -78.06829,LC08_L2SP_010062_20210408_20210416_02_T1,LC80100622021098LGN00
LC08_L2SP_010063_20210408_20210416_02_T1,LC08_L1TP_010063_20210408_20210416_02_T1,LC80100632021098LGN00,2021/04/08,T1,2, 010, 063, 010, 063,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:26:58.197285,2021-04-08 15:27:29.967284,LGN,DAY,  55.90,  55.89,157,5,    8.167,    5.132,    6.353,LPGS_15.4.0,59.64582440,67.24924101,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.41"S,79°24'13.43"W,3°17'31.63"S,80°25'55.24"W,3°17'19.79"S,78°22'50.09"W,5°23'43.40"S,80°25'49.58"W,5°23'23.93"S,78°22'23.99"W, -4.33928, -79.40373, -3.29212, -80.43201, -3.28883, -78.38058, -5.39539, -80.43044, -5.38998, -78.37333,LC08_L2SP_010063_20210408_20210416_02_T1,LC80100632021098LGN00
LC08_L2SP_010064_20210408_20210416_02_T1,LC08_L1TP_010064_20210408_20210416_02_T1,LC80100642021098LGN00,2021/04/08,T1,2, 010, 064, 010, 064,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-08 15:27:22.117976,2021-04-08 15:27:53.887976,LGN,DAY,  52.05,  51.86,113,5,    8.311,    5.663,    6.084,LPGS_15.4.0,58.87246668,65.18291295,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'07.15"S,79°42'42.52"W,4°44'19.79"S,80°44'31.56"W,4°44'06"S,78°41'12.41"W,6°50'31.52"S,80°44'28.14"W,6°50'11.62"S,78°40'41.59"W, -5.78532, -79.71181, -4.73883, -80.74210, -4.73500, -78.68678, -6.84209, -80.74115, -6.83656, -78.67822,LC08_L2SP_010064_20210408_20210416_02_T1,LC80100642021098LGN00
LC08_L2SP_008060_20210410_20210416_02_T1,LC08_L1TP_008060_20210410_20210416_02_T1,LC80080602021100LGN00,2021/04/10,T1,2, 008, 060, 008, 060,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-10 15:13:24.046229,2021-04-10 15:13:55.816228,LGN,DAY,  96.88,  96.88,41,5,    6.305,    4.260,    4.648,LPGS_15.4.0,61.60666886,72.58306103,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.36"S,75°23'41.17"W,1°02'50.50"N,76°25'02.28"W,1°02'51.40"N,74°22'24.71"W,1°03'10.01"S,76°25'02.28"W,1°03'10.94"S,74°22'24.71"W, -0.00010, -75.39477,  1.04736, -76.41730,  1.04761, -74.37353, -1.05278, -76.41730, -1.05304, -74.37353,LC08_L2SP_008060_20210410_20210416_02_T1,LC80080602021100LGN00
LC08_L2SP_008061_20210410_20210416_02_T1,LC08_L1TP_008061_20210410_20210416_02_T1,LC80080612021100LGN00,2021/04/10,T1,2, 008, 061, 008, 061,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-10 15:13:47.958448,2021-04-10 15:14:19.728448,LGN,DAY,  96.68,  96.68,35,5,    5.945,    3.797,    4.575,LPGS_15.4.0,60.94908761,70.20451115,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.18"S,75°42'04.39"W,0°23'55.68"S,76°43'27.62"W,0°23'56.33"S,74°40'41.77"W,2°29'55.03"S,76°43'33.35"W,2°29'58.99"S,74°40'40.69"W, -1.44616, -75.70122, -0.39880, -76.72434, -0.39898, -74.67827, -2.49862, -76.72593, -2.49972, -74.67797,LC08_L2SP_008061_20210410_20210416_02_T1,LC80080612021100LGN00
LC08_L2SP_008062_20210410_20210416_02_T2,LC08_L1GT_008062_20210410_20210416_02_T2,LC80080622021100LGN00,2021/04/10,T2,2, 008, 062, 008, 062,NADIR,   0.000,2021/04/16,2021/04/16,2021-04-10 15:14:11.883376,2021-04-10 15:14:43.653375,LGN,DAY,  57.78,  57.78,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,60.23883537,67.94534494,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.37"S,76°00'28.98"W,1°50'49.88"S,77°01'47.39"W,1°50'54.10"S,74°59'08.20"W,3°56'37.97"S,77°02'00.85"W,3°56'46.97"S,74°59'08.12"W, -2.89288, -76.00805, -1.84719, -77.02983, -1.84836, -74.98561, -3.94388, -77.03357, -3.94638, -74.98559,LC08_L2SP_008062_20210410_20210416_02_T2,LC80080622021100LGN00
LC08_L2SP_011059_20210415_20210424_02_T2,LC08_L1GT_011059_20210415_20210424_02_T2,LC80110592021105LGN00,2021/04/15,T2,2, 011, 059, 011, 059,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-15 15:31:30.515921,2021-04-15 15:32:02.285921,LGN,DAY,  32.60,  29.28,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,62.04694450,71.15788992,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.50"N,79°43'39.22"W,2°29'29.72"N,80°45'02.99"W,2°29'22.60"N,78°42'21.38"W,0°23'36.78"N,80°45'03.82"W,0°23'35.66"N,78°42'28.94"W,  1.44625, -79.72756,  2.49159, -80.75083,  2.48961, -78.70594,  0.39355, -80.75106,  0.39324, -78.70804,LC08_L2SP_011059_20210415_20210424_02_T2,LC80110592021105LGN00
LC08_L2SP_011060_20210415_20210424_02_T1,LC08_L1TP_011060_20210415_20210424_02_T1,LC80110602021105LGN00,2021/04/15,T1,2, 011, 060, 011, 060,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-15 15:31:54.428141,2021-04-15 15:32:26.19814,LGN,DAY,  82.28,  65.79,32,5,    8.182,    5.952,    5.614,LPGS_15.4.0,61.35687666,68.76291693,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.40"N,80°02'02.47"W,1°02'51.65"N,81°03'20.63"W,1°02'49.34"N,79°00'43.92"W,1°03'11.20"S,81°03'20.63"W,1°03'08.89"S,79°00'43.92"W,  0.00011, -80.03402,  1.04768, -81.05573,  1.04704, -79.01220, -1.05311, -81.05573, -1.05247, -79.01220,LC08_L2SP_011060_20210415_20210424_02_T1,LC80110602021105LGN00
LC08_L2SP_011061_20210415_20210424_02_T1,LC08_L1TP_011061_20210415_20210424_02_T1,LC80110612021105LGN00,2021/04/15,T1,2, 011, 061, 011, 061,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-15 15:32:18.344596,2021-04-15 15:32:50.114596,LGN,DAY,  62.66,  59.97,135,5,    7.256,    5.169,    5.092,LPGS_15.4.0,60.61498255,66.49536703,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.36"S,80°20'25.62"W,0°23'56.33"S,81°21'47.05"W,0°23'55.72"S,79°19'10.85"W,2°29'58.96"S,81°21'48.28"W,2°29'55.21"S,79°19'05.27"W, -1.44621, -80.34045, -0.39898, -81.36307, -0.39881, -79.31968, -2.49971, -81.36341, -2.49867, -79.31813,LC08_L2SP_011061_20210415_20210424_02_T1,LC80110612021105LGN00
LC08_L2SP_011062_20210415_20210424_02_T1,LC08_L1TP_011062_20210415_20210424_02_T1,LC80110622021105LGN00,2021/04/15,T1,2, 011, 062, 011, 062,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-15 15:32:42.265288,2021-04-15 15:33:14.035287,LGN,DAY,  26.86,  24.91,198,5,    7.438,    4.883,    5.611,LPGS_15.4.0,59.82500220,64.35438628,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.50"S,80°38'49.99"W,1°50'43.87"S,81°40'14.66"W,1°50'42.40"S,79°37'24.78"W,3°56'45.96"S,81°40'19.13"W,3°56'42.83"S,79°37'15.67"W, -2.89264, -80.64722, -1.84552, -81.67074, -1.84511, -79.62355, -3.94610, -81.67198, -3.94523, -79.62102,LC08_L2SP_011062_20210415_20210424_02_T1,LC80110622021105LGN00
LC08_L2SP_011063_20210415_20210424_02_T1,LC08_L1TP_011063_20210415_20210424_02_T1,LC80110632021105LGN00,2021/04/15,T1,2, 011, 063, 011, 063,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-15 15:33:06.190215,2021-04-15 15:33:37.960215,LGN,DAY,  45.21,  33.55,277,5,    7.331,    4.844,    5.502,LPGS_15.4.0,58.99064304,62.33752921,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.01"S,80°57'16.42"W,3°17'30.48"S,81°58'45.55"W,3°17'30.12"S,79°55'47.21"W,5°23'31.74"S,81°58'55.31"W,5°23'31.20"S,79°55'36.55"W, -4.33917, -80.95456, -3.29180, -81.97932, -3.29170, -79.92978, -5.39215, -81.98203, -5.39200, -79.92682,LC08_L2SP_011063_20210415_20210424_02_T1,LC80110632021105LGN00
LC08_L2SP_009059_20210417_20210424_02_T2,LC08_L1GT_009059_20210417_20210424_02_T2,LC80090592021107LGN00,2021/04/17,T2,2, 009, 059, 009, 059,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-17 15:19:07.949244,2021-04-17 15:19:39.719244,LGN,DAY,  99.98,  99.98,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,61.94777337,69.65779017,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.72"N,76°38'18.71"W,2°29'29.83"N,77°39'51.52"W,2°29'39.05"N,75°37'01.42"W,0°23'35.27"N,77°39'42.73"W,0°23'36.74"N,75°36'59.36"W,  1.44631, -76.63853,  2.49162, -77.66431,  2.49418, -75.61706,  0.39313, -77.66187,  0.39354, -75.61649,LC08_L2SP_009059_20210417_20210424_02_T2,LC80090592021107LGN00
LC08_L2SP_009060_20210417_20210424_02_T2,LC08_L1GT_009060_20210417_20210424_02_T2,LC80090602021107LGN00,2021/04/17,T2,2, 009, 060, 009, 060,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-17 15:19:31.8657,2021-04-17 15:20:03.635699,LGN,DAY, 100.00, 100.00,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,61.22460803,67.30761533,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.32"S,76°56'42.14"W,1°02'46.54"N,77°58'09.37"W,1°02'51.14"N,75°55'26.22"W,1°03'06.05"S,77°58'09.41"W,1°03'10.69"S,75°55'26.22"W, -0.00009, -76.94504,  1.04626, -77.96927,  1.04754, -75.92395, -1.05168, -77.96928, -1.05297, -75.92395,LC08_L2SP_009060_20210417_20210424_02_T2,LC80090602021107LGN00
LC08_L2SP_009061_20210417_20210424_02_T2,LC08_L1GT_009061_20210417_20210424_02_T2,LC80090612021107LGN00,2021/04/17,T2,2, 009, 061, 009, 061,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-17 15:19:55.777919,2021-04-17 15:20:27.547919,LGN,DAY,  99.92,  99.92,-1,5,    0.000,    0.000,    0.000,LPGS_15.4.0,60.45163292,65.08809698,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.21"S,77°15'05.08"W,0°23'53.99"S,78°16'23.02"W,0°23'56"S,76°13'42.31"W,2°29'44.34"S,78°16'33.85"W,2°29'57.05"S,76°13'46.42"W, -1.44617, -77.25141, -0.39833, -78.27306, -0.39889, -76.22842, -2.49565, -78.27607, -2.49918, -76.22956,LC08_L2SP_009061_20210417_20210424_02_T2,LC80090612021107LGN00
LC08_L2SP_009062_20210417_20210424_02_T1,LC08_L1TP_009062_20210417_20210424_02_T1,LC80090622021107LGN00,2021/04/17,T1,2, 009, 062, 009, 062,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-17 15:20:19.702847,2021-04-17 15:20:51.472846,LGN,DAY,  93.09,  93.09,22,5,    5.650,    2.328,    5.148,LPGS_15.4.0,59.63204659,62.99585679,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.33"S,77°33'29.70"W,1°50'41.03"S,78°34'44.11"W,1°50'51.68"S,76°32'01.50"W,3°56'28.79"S,78°35'07.84"W,3°56'51.58"S,76°32'11.69"W, -2.89287, -77.55825, -1.84473, -78.57892, -1.84769, -76.53375, -3.94133, -78.58551, -3.94766, -76.53658,LC08_L2SP_009062_20210417_20210424_02_T1,LC80090622021107LGN00
LC08_L2SP_009063_20210417_20210424_02_T1,LC08_L1TP_009063_20210417_20210424_02_T1,LC80090632021107LGN00,2021/04/17,T1,2, 009, 063, 009, 063,NADIR,   0.000,2021/04/24,2021/04/24,2021-04-17 15:20:43.623538,2021-04-17 15:21:15.393538,LGN,DAY,  94.75,  94.75,30,5,    6.824,    4.844,    4.806,LPGS_15.4.0,58.77017407,61.02901235,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'21.01"S,77°51'55.76"W,3°17'24.36"S,78°53'05.14"W,3°17'45.60"S,76°50'25.80"W,5°22'59.45"S,78°53'43.73"W,5°23'34.30"S,76°50'44.12"W, -4.33917, -77.86549, -3.29010, -78.88476, -3.29600, -76.84050, -5.38318, -78.89548, -5.39286, -76.84559,LC08_L2SP_009063_20210417_20210424_02_T1,LC80090632021107LGN00
LC08_L2SP_010059_20210424_20210501_02_T1,LC08_L1TP_010059_20210424_20210501_02_T1,LC80100592021114LGN00,2021/04/24,T1,2, 010, 059, 010, 059,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:25:15.086452,2021-04-24 15:25:46.856451,LGN,DAY,  36.43,  36.83,228,5,    7.154,    4.795,    5.309,LPGS_15.4.0,61.45690765,64.70796543,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.43"N,78°11'10.90"W,2°29'35.16"N,79°12'27.18"W,2°29'19.36"N,77°09'52.67"W,0°23'36.10"N,79°12'33.08"W,0°23'33.61"N,77°10'05.30"W,  1.44623, -78.18636,  2.49310, -79.20755,  2.48871, -77.16463,  0.39336, -79.20919,  0.39267, -77.16814,LC08_L2SP_010059_20210424_20210501_02_T1,LC80100592021114LGN00
LC08_L2SP_010060_20210424_20210501_02_T1,LC08_L1TP_010060_20210424_20210501_02_T1,LC80100602021114LGN00,2021/04/24,T1,2, 010, 060, 010, 060,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:25:39.002908,2021-04-24 15:26:10.772907,LGN,DAY,  49.53,  49.53,121,5,    8.071,    4.382,    6.778,LPGS_15.4.0,60.62868547,62.52916261,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.61"S,78°29'34.26"W,1°02'50.35"N,79°30'58.36"W,1°02'44.45"N,77°28'18.01"W,1°03'19.66"S,79°30'58.32"W,1°03'13.72"S,77°28'17.98"W, -0.00017, -78.49285,  1.04732, -79.51621,  1.04568, -77.47167, -1.05546, -79.51620, -1.05381, -77.47166,LC08_L2SP_010060_20210424_20210501_02_T1,LC80100602021114LGN00
LC08_L2SP_010061_20210424_20210501_02_T1,LC08_L1TP_010061_20210424_20210501_02_T1,LC80100612021114LGN00,2021/04/24,T1,2, 010, 061, 010, 061,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:26:02.919363,2021-04-24 15:26:34.689362,LGN,DAY,  73.77,  73.77,60,5,    8.147,    3.904,    7.150,LPGS_15.4.0,59.75671077,60.48459320,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.44"S,78°47'57.59"W,0°23'56.04"S,79°49'25.28"W,0°23'54.06"S,77°46'34.64"W,2°30'06.98"S,79°49'21.36"W,2°29'54.53"S,77°46'23.95"W, -1.44651, -78.79933, -0.39890, -79.82369, -0.39835, -77.77629, -2.50194, -79.82260, -2.49848, -77.77332,LC08_L2SP_010061_20210424_20210501_02_T1,LC80100612021114LGN00
LC08_L2SP_010062_20210424_20210501_02_T1,LC08_L1TP_010062_20210424_20210501_02_T1,LC80100622021114LGN00,2021/04/24,T1,2, 010, 062, 010, 062,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:26:26.840054,2021-04-24 15:26:58.610054,LGN,DAY,  64.10,  62.81,106,5,    8.757,    4.953,    7.221,LPGS_15.4.0,58.84457152,58.56908620,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.69"S,79°06'21.92"W,1°50'43.55"S,80°07'59.74"W,1°50'35.66"S,78°05'04.06"W,3°56'55.07"S,80°07'53.98"W,3°56'38.18"S,78°04'44.72"W, -2.89297, -79.10609, -1.84543, -80.13326, -1.84324, -78.08446, -3.94863, -80.13166, -3.94394, -78.07909,LC08_L2SP_010062_20210424_20210501_02_T1,LC80100622021114LGN00
LC08_L2SP_010063_20210424_20210501_02_T1,LC08_L1TP_010063_20210424_20210501_02_T1,LC80100632021114LGN00,2021/04/24,T1,2, 010, 063, 010, 063,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:26:50.75651,2021-04-24 15:27:22.526509,LGN,DAY,  52.81,  52.82,236,5,    8.350,    5.394,    6.374,LPGS_15.4.0,57.89606481,56.77773019,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.36"S,79°24'47.88"W,3°17'31.63"S,80°26'34.15"W,3°17'19.86"S,78°23'19.25"W,5°23'43.44"S,80°26'28.57"W,5°23'24.07"S,78°22'53.18"W, -4.33899, -79.41330, -3.29212, -80.44282, -3.28885, -78.38868, -5.39540, -80.44127, -5.39002, -78.38144,LC08_L2SP_010063_20210424_20210501_02_T1,LC80100632021114LGN00
LC08_L2SP_010064_20210424_20210501_02_T1,LC08_L1TP_010064_20210424_20210501_02_T1,LC80100642021114LGN00,2021/04/24,T1,2, 010, 064, 010, 064,NADIR,   0.000,2021/05/01,2021/05/01,2021-04-24 15:27:14.677201,2021-04-24 15:27:46.447201,LGN,DAY,  31.84,  31.43,194,5,    7.775,    4.937,    6.007,LPGS_15.4.0,56.91403361,55.10390699,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'06.18"S,79°43'16.82"W,4°44'19.79"S,80°45'10.51"W,4°44'06.11"S,78°41'41.60"W,6°50'31.52"S,80°45'07.24"W,6°50'11.76"S,78°41'10.90"W, -5.78505, -79.72134, -4.73883, -80.75292, -4.73503, -78.69489, -6.84209, -80.75201, -6.83660, -78.68636,LC08_L2SP_010064_20210424_20210501_02_T1,LC80100642021114LGN00
